,Time,entropy,KL_prior,log_prob,cal_err,map_err,MMD,KL,KL_rev,RMSE,RMSE_true
0,6.747245788574219e-05,-inf,inf,-inf,1.4142135623730951,1.4142135623730951,0.8690978640528282,4.675307665764439,inf,0.6447142120101131,0.591521113634735
1,26.91515564918518,-inf,inf,-inf,1.9593325925737963,1.9593325925737963,1.0576013413214236,6.105300638949692,inf,0.5747204108915243,0.5657052724535268
2,46.40524411201477,-inf,inf,-inf,0.9580392422906245,0.9580392422906248,0.9670154840329498,5.512565560234811,inf,0.5789482644747086,0.5657464585859162
3,64.842453956604,-inf,inf,-inf,2.328564521642834,2.328564521642834,1.0693737041824198,6.423037511785884,inf,0.5708827584825992,0.5650072039990621
4,85.21569657325745,-inf,inf,-inf,1.7471649805262175,1.747164980526217,0.9891600214940207,5.467879071170821,inf,0.5678614371205156,0.5657096452201136
5,104.44191002845764,-inf,inf,-inf,2.1506340499496033,2.1506340499496033,1.0819963892827682,6.623499310649435,inf,0.5699431203818901,0.5675036334848841
6,124.55788230895996,-inf,inf,-inf,1.9035078575481208,1.9035078575481206,0.9430951012506711,5.350309995748561,inf,0.5644575264889925,0.5671781930209769
7,147.0811369419098,-inf,inf,-inf,1.7849267286886132,1.7849267286886135,0.9613744820759323,5.545808360493887,inf,0.5690500828189987,0.5663636467452511
8,167.1677131652832,-inf,inf,-inf,0.8544415146357787,0.8544415146357783,0.7504797751318186,4.126834473608766,inf,0.5845517619151919,0.5655815236561275
9,189.79160404205322,-inf,inf,-inf,1.0145291296431673,1.0145291296431675,0.8960048006048397,5.034601457174801,inf,0.5668034432359177,0.5633600627818973
10,211.2489151954651,-inf,inf,-inf,2.064963107245014,2.064963107245014,1.0463055166601867,5.94737324668271,inf,0.5709150483590201,0.56695591539704
11,231.8328800201416,-inf,inf,-inf,2.310692188875626,2.310692188875626,0.9254773417128802,5.157557469643697,inf,0.5668390128264369,0.5664587419095702
12,256.9297523498535,-inf,inf,-inf,2.935009751084272,2.935009751084272,1.0842464529663374,6.958485143707531,inf,0.5646868829213287,0.5653207838824705
13,278.4141125679016,-inf,inf,-inf,0.6514337794868927,0.6514337794868924,0.8009717712671954,4.354015148316497,inf,0.58538305279976,0.5652310393691875
14,303.7994351387024,-inf,inf,-inf,1.4974433770648707,1.4974433770648707,0.7493136877681027,4.102216063627021,inf,0.6072445015694042,0.5699446855165169
15,338.2743408679962,-inf,inf,-inf,2.9250297512429833,2.9250297512429846,1.1072425624808229,7.421893823670044,inf,0.5573532832531866,0.6752802314948302
16,363.2198750972748,-inf,inf,-inf,3.751776428728484,3.751776428728483,1.108855914139374,7.828078559786649,inf,0.5657776723905494,0.6788555994200195
17,386.82836842536926,-inf,inf,-inf,2.7142589622393607,2.7142589622393603,1.0795163432910642,6.746712881568257,inf,0.5649459270269209,0.6808554723506997
18,416.55793166160583,-inf,inf,-inf,1.6189062367037619,1.6189062367037617,0.8380382760306395,4.708252307845174,inf,0.5560934502375708,0.6887118434819893
19,444.83887815475464,-inf,inf,-inf,1.9543659994596394,1.954365999459639,0.7512180588239479,4.101902002143136,inf,0.5424470773440923,0.6656611703430978
20,486.1226751804352,-inf,inf,-inf,1.0758024329079707,1.0758024329079703,0.6680877021383985,3.666098777708246,inf,0.564035799307996,0.5766646065068746
21,513.2973113059998,-inf,inf,-inf,2.693716269781517,2.693716269781517,0.9863413876673462,5.633343705481184,inf,0.5851899307555382,0.577467095412395
22,542.1433770656586,-inf,inf,-inf,3.745677641970809,3.7456776419708095,1.107143989754161,7.57476331283892,inf,0.567136632906016,0.5780973225762057
23,577.3096170425415,-inf,inf,-inf,2.004405969297412,2.004405969297412,1.0389452197279168,6.166198730044701,inf,0.5555429580694861,0.5845351694949754
24,608.5500085353851,-inf,inf,-inf,3.451098097553815,3.451098097553816,1.0474342825006187,6.530094478596607,inf,0.558225819905505,0.5859803781199303
25,642.8307819366455,-inf,inf,-inf,1.414877871994147,1.4148778719941468,0.6812609361581446,3.730177413576238,inf,0.5410717230420973,0.5931682850556196
26,672.538488149643,-inf,inf,-inf,1.85635429306227,1.85635429306227,0.9485654652164794,5.358785384392273,inf,0.5687547206666003,0.5954297864365309
27,707.8568801879883,-inf,inf,-inf,1.5784686289782157,1.5784686289782157,0.7219181191628002,3.9569580298802594,inf,0.5489977788171629,0.6020235131564624
28,749.2301340103149,-inf,inf,-inf,1.7783413936819696,1.7783413936819699,0.7824281311296009,4.282029363704667,inf,0.5607031837427414,0.6170280557112164
29,784.1476356983185,-inf,inf,-inf,2.83037732022274,2.83037732022274,1.06576930371489,6.4334073549932,inf,0.545547738335694,0.6151574571400503
30,814.165894985199,-inf,inf,-inf,3.2439789330057485,3.243978933005747,1.0789163619774773,6.9790801070661965,inf,0.5391381108064878,0.6159244895527035
