,Time,entropy,KL_prior,log_prob,cal_err,map_err,MMD,KL,KL_rev,RMSE,RMSE_true
0,7.224082946777344e-05,-inf,0.20300340531136446,-inf,1.1338024088361738,0.9595817598652828,0.2862236348685246,1.667214035807281,0.5848440727407932,0.5964133297323209,0.5879978955915514
1,52.04212236404419,-inf,0.2898009612093463,-inf,1.160932663382964,1.0255425172378763,0.29783144724937033,1.6107803568395913,0.6787653632675922,0.6279996892658452,0.6143340643013536
2,103.31197905540466,-inf,0.3043420988505078,-inf,1.1454969343750805,1.163360373151329,0.32850033559849007,1.8175577834531835,0.8207672142582702,0.6089069050542876,0.5862974577705079
3,151.131112575531,-inf,0.27035671345373935,-inf,1.153858339033943,1.098368138068412,0.30779580530104295,1.6554265097801257,0.7158930012649329,0.6017109855840411,0.5871253650845228
4,192.5539391040802,-inf,0.2494205978550451,-inf,1.2229837850069085,1.290483892135397,0.3132284377345592,1.6868019302045303,0.7582356583191096,0.6007152510240698,0.5868373103012844
5,236.8746781349182,-inf,0.28906632505865953,-inf,1.2130837217007069,1.0987101739121203,0.30586745410476457,1.6293742665432425,0.733718076167162,0.588999878289761,0.5787134792314804
6,278.6403136253357,-inf,0.3079696982416248,-inf,1.2328600743187155,1.1419417332843351,0.3165203073754689,1.7001985937823463,0.8126398418964045,0.5776544839519322,0.5658072377224311
7,333.8027846813202,-inf,0.28913534731010293,-inf,1.1442361026683587,1.0862105603455243,0.3161115826267217,1.76203498659379,0.809710509516407,0.5726091564786677,0.5582344418240655
8,384.8571493625641,-inf,0.3018180110346442,-inf,1.1741193608577343,1.2507498614312789,0.3233100378783563,1.7422638538241146,0.8130707764029681,0.5687234116292021,0.5508266135556454
9,426.9688529968262,-inf,0.34600874335990733,-inf,1.1711649382961131,1.1238220013730997,0.31528274084452623,1.6882879259068437,0.8176595672457533,0.5702673709996143,0.5503792199148299
10,469.51138854026794,-inf,0.2453957633157129,-inf,1.1600259716310772,1.1163946914238396,0.2991756675173718,1.5979007129222182,0.6361729246698689,0.5642277615271423,0.5501107341179148
11,529.594918012619,-inf,0.33640820103325714,-inf,1.1633457750465221,1.2307443945836198,0.29975066331477535,1.5891240914974611,0.7074627652507164,0.563030712141188,0.5497793943929631
12,585.6746337413788,-inf,0.29982537859204994,-inf,1.159466062602746,1.2368106409497872,0.29065389474418285,1.5435540329325357,0.6430914012197586,0.557760034719203,0.5474951300970445
13,629.0134782791138,-inf,0.3661541861676694,-inf,1.1342422042328864,1.3370696910894444,0.3018249321450129,1.5978855690295801,0.7371289189648391,0.5525249972750419,0.5449537377312715
14,677.6194887161255,-inf,0.3797628091940107,-inf,1.1752326943692293,1.3747128911021824,0.30372866277663435,1.5847182216921643,0.7476298366814508,0.5580893642651078,0.5505928910609336
15,740.876624584198,-inf,0.38339070734799297,-inf,1.1400076132362242,1.3351547818237832,0.3128671727199967,1.6076405386646426,0.81717771085928,0.5536837758211126,0.548194504873666
16,797.4225168228149,-inf,0.3952619384742117,-inf,1.1249150049766208,1.0257463026362297,0.30280954585007464,1.576070952424057,0.716739700261059,0.5525809029600253,0.5470331483236458
17,856.0553801059723,-inf,0.3959388868203396,-inf,1.2058636258959141,1.500173323504855,0.28459572721885656,1.4921892826695629,0.6047377452285086,0.5536884373194958,0.5526306995700541
18,961.0989434719086,-inf,0.3754938280057254,-inf,1.1812017127379888,1.348921902129825,0.2785172421254312,1.4583236511573292,0.5442787323845864,0.5527699190714245,0.5515288092819007
19,1022.3998992443085,-inf,0.3948571091973683,-inf,1.1829145097179738,1.2636351322913948,0.2738450417590237,1.4164428811283354,0.5479533581601264,0.5497588571761213,0.5540742092378751
20,1163.9975645542145,-inf,0.36985247413289324,-inf,1.1984642745902605,1.3409517145188405,0.28314394951705407,1.459438179203742,0.575347668264809,0.5507371095536043,0.5512556374473611
21,1224.8055412769318,-inf,0.36356448063983454,-inf,1.1953521215635787,1.4372516862389084,0.28703194016846323,1.508593741980305,0.5995844344432107,0.5474519456277537,0.5503607197491022
22,1310.264544725418,-inf,0.3801709461009857,-inf,1.1630427249023567,1.13555381002622,0.27654488841072034,1.4299120399259413,0.5352669657911996,0.5504016811242135,0.5489625533959934
23,1367.7797429561615,-inf,0.4130303229463829,-inf,1.189250686256473,1.4461256526063675,0.2841021850442047,1.475732279255045,0.6091011711813474,0.5462912670236653,0.5464841659862592
24,1773.5494713783264,-inf,0.40965744078703714,-inf,1.2401750366534123,1.3550470028295292,0.2821995987460792,1.4703275552502457,0.5593097565528752,0.5455199728678075,0.5471352327793516
25,1848.3488550186157,-inf,0.3823674210810969,-inf,1.2162305914468492,1.098145316174633,0.27564597348267533,1.4296102792072012,0.4760740592038209,0.5430679478813847,0.5467769228976284
26,1920.4457001686096,-inf,0.3816649427746705,-inf,1.2011873819775545,1.3104874469167724,0.2852234171314557,1.4872611539478455,0.510991108982341,0.5441962126406108,0.5449990306665886
27,1984.2480282783508,-inf,0.36731876572149036,-inf,1.1439234662795872,1.0559511425169232,0.28564030054189066,1.5218934967221651,0.5743897580248422,0.541034569695231,0.5416848030180386
28,2067.5777468681335,-inf,0.438890053854934,-inf,1.1111042333928856,1.1082338732627735,0.26469490780647875,1.354979154389603,0.41753562716767467,0.53939405554055,0.5387345021750054
29,2162.4369361400604,-inf,0.41252771065034416,-inf,1.1628693085324604,1.230912359415044,0.26738618292143773,1.4004306088059344,0.4365141511452504,0.540049255871548,0.5385134803564329
30,2329.2091295719147,-inf,0.41478854496216394,-inf,1.127885598504067,1.196408833186156,0.25136406940449435,1.3373729392978078,0.3033193014378546,0.5384336221473087,0.5352755427254831
